Beautiful Soup,Lxml,Regular expressions
0.06599998474121094,0.03600001335144043,0.01100015640258789
0.13100004196166992,0.04900002479553223,0.021000146865844727
0.1960000991821289,0.06400012969970703,0.031000137329101562
0.26399993896484375,0.07700014114379883,0.04500007629394531
0.33100008964538574,0.09200000762939453,0.057000160217285156
0.3970000743865967,0.10600018501281738,0.06800007820129395
0.46199989318847656,0.11900019645690918,0.07700014114379883
0.5260000228881836,0.13199996948242188,0.08800005912780762
0.5910000801086426,0.21399998664855957,0.10100007057189941
0.6559998989105225,0.23100018501281738,0.11100006103515625
0.7230000495910645,0.2560000419616699,0.12100005149841309
0.7890000343322754,0.2690000534057617,0.13300013542175293
0.8540000915527344,0.2840001583099365,0.14400005340576172
0.9240000247955322,0.2990000247955322,0.1549999713897705
0.9900000095367432,0.31599998474121094,0.1700000762939453
1.0550000667572021,0.33100008964538574,0.1830000877380371
1.119999885559082,0.34400010108947754,0.19800019264221191
1.184000015258789,0.35899996757507324,0.21200013160705566
1.247999906539917,0.37199997901916504,0.22600007057189941
1.312999963760376,0.38700008392333984,0.2390000820159912
1.378000020980835,0.3990001678466797,0.25
1.446000099182129,0.41100001335144043,0.26400017738342285
1.5099999904632568,0.4230000972747803,0.27700018882751465
1.5759999752044678,0.4350001811981201,0.2910001277923584
1.6410000324249268,0.44700002670288086,0.30700016021728516
1.7070000171661377,0.45800018310546875,0.3190000057220459
1.7720000743865967,0.47100019454956055,0.3300001621246338
1.8380000591278076,0.4830000400543213,0.34200000762939453
1.9049999713897705,0.4960000514984131,0.3530001640319824
1.9709999561309814,0.5110001564025879,0.3640000820159912
2.0409998893737793,0.5280001163482666,0.3730001449584961
2.1069998741149902,0.5410001277923584,0.3840000629425049
2.1710000038146973,0.5570001602172852,0.3960001468658447
2.2360000610351562,0.570000171661377,0.4070000648498535
2.299999952316284,0.5820000171661377,0.41700005531311035
2.361999988555908,0.5930001735687256,0.42799997329711914
2.427000045776367,0.6080000400543213,0.44099998474121094
2.493000030517578,0.6190001964569092,0.45200014114379883
2.562999963760376,0.6319999694824219,0.4609999656677246
2.628000020980835,0.6440000534057617,0.4720001220703125
2.691999912261963,0.6560001373291016,0.4810001850128174
2.756999969482422,0.6690001487731934,0.4910001754760742
2.8239998817443848,0.6809999942779541,0.502000093460083
2.8889999389648438,0.695000171661377,0.5140001773834229
2.9549999237060547,0.7070000171661377,0.5240001678466797
3.0199999809265137,0.7190001010894775,0.5350000858306885
3.0859999656677246,0.7320001125335693,0.5460000038146973
3.1540000438690186,0.7440001964569092,0.5550000667572021
3.2200000286102295,0.7569999694824219,0.567000150680542
3.2839999198913574,0.7690000534057617,0.5759999752044678
3.3489999771118164,0.7820000648498535,0.5889999866485596
3.4130001068115234,0.7940001487731934,0.6000001430511475
3.4809999465942383,0.8080000877380371,0.6110000610351562
3.5450000762939453,0.8210000991821289,0.6210000514984131
3.6110000610351562,0.8330001831054688,0.6340000629425049
3.674999952316284,0.8460001945495605,0.6460001468658447
3.746000051498413,0.8589999675750732,0.6540000438690186
3.809000015258789,0.8700001239776611,0.6670000553131104
3.874000072479248,0.8830001354217529,0.6770000457763672
3.937000036239624,0.8940000534057617,0.690000057220459
4.000999927520752,0.9060001373291016,0.6980001926422119
4.065000057220459,0.9190001487731934,0.7109999656677246
4.128999948501587,0.9320001602172852,0.7230000495910645
4.191999912261963,0.945000171661377,0.7310001850128174
4.256999969482422,0.9570000171661377,0.7400000095367432
4.316999912261963,0.9710001945495605,0.751000165939331
4.375999927520752,0.9850001335144043,0.7590000629425049
4.437000036239624,0.9980001449584961,0.7680001258850098
4.496999979019165,1.011000156402588,0.7760000228881836
4.556999921798706,1.0220000743865967,0.7860000133514404
4.617000102996826,1.0350000858306885,0.7940001487731934
4.677000045776367,1.0480000972747803,0.8059999942779541
4.73799991607666,1.062000036239624,0.817000150680542
4.802999973297119,1.0750000476837158,0.8270001411437988
4.872999906539917,1.0870001316070557,0.8400001525878906
4.933000087738037,1.1000001430511475,0.8510000705718994
4.99399995803833,1.1119999885559082,0.8619999885559082
5.055000066757202,1.125,0.8730001449584961
5.114000082015991,1.1370000839233398,0.8830001354217529
5.174000024795532,1.1500000953674316,0.8970000743865967
5.233000040054321,1.1640000343322754,0.9079999923706055
5.292999982833862,1.1760001182556152,0.9210000038146973
5.352999925613403,1.189000129699707,0.9309999942779541
5.415999889373779,1.2020001411437988,0.943000078201294
5.476999998092651,1.2160000801086426,0.9570000171661377
5.536999940872192,1.2290000915527344,0.9780001640319824
5.5959999561309814,1.2400000095367432,0.9920001029968262
5.6549999713897705,1.252000093460083,1.0099999904632568
5.716000080108643,1.2650001049041748,1.0250000953674316
5.7769999504089355,1.2780001163482666,1.0370001792907715
5.836999893188477,1.2900002002716064,1.0500001907348633
5.901000022888184,1.3010001182556152,1.059000015258789
5.960999965667725,1.314000129699707,1.069000005722046
6.020999908447266,1.3259999752044678,1.0780000686645508
6.082000017166138,1.3400001525878906,1.0880000591278076
6.141999959945679,1.3510000705718994,1.0989999771118164
6.200999975204468,1.3630001544952393,1.1089999675750732
6.26200008392334,1.376000165939331,1.1200001239776611
6.322999954223633,1.3880000114440918,1.133000135421753
6.38100004196167,1.4010000228881836,1.1410000324249268
6.441999912261963,1.4130001068115234,1.1520001888275146
6.5,1.4250001907348633,1.1620001792907715
6.556999921798706,1.438000202178955,1.1720001697540283
6.61299991607666,1.4500000476837158,1.183000087738037
6.671000003814697,1.4620001316070557,1.193000078201294
6.726000070571899,1.4750001430511475,1.2039999961853027
6.783999919891357,1.4869999885559082,1.2120001316070557
6.841000080108643,1.5,1.2210001945495605
6.9040000438690186,1.5130000114440918,1.2290000915527344
6.961999893188477,1.5260000228881836,1.2430000305175781
7.023000001907349,1.5380001068115234,1.254000186920166
7.082000017166138,1.5500001907348633,1.2620000839233398
7.138000011444092,1.563000202178955,1.2720000743865967
7.240000009536743,1.5750000476837158,1.2820000648498535
7.296999931335449,1.5889999866485596,1.2910001277923584
7.354000091552734,1.6010000705718994,1.3010001182556152
7.408999919891357,1.6150000095367432,1.313000202178955
7.4700000286102295,1.626000165939331,1.3220000267028809
7.5269999504089355,1.6380000114440918,1.3320000171661377
7.583999872207642,1.6510000228881836,1.3420000076293945
7.638999938964844,1.6640000343322754,1.3540000915527344
7.697000026702881,1.6750001907348633,1.3660001754760742
7.753000020980835,1.688000202178955,1.377000093460083
7.809999942779541,1.7000000476837158,1.386000156402588
7.867000102996826,1.7130000591278076,1.3960001468658447
7.92300009727478,1.7239999771118164,1.4060001373291016
7.98199987411499,1.7369999885559082,1.4150002002716064
8.039999961853027,1.751000165939331,1.4260001182556152
8.098000049591064,1.7630000114440918,1.438000202178955
8.154000043869019,1.7760000228881836,1.4520001411437988
8.210000038146973,1.7880001068115234,1.4609999656677246
8.266000032424927,1.8020000457763672,1.4710001945495605
8.323999881744385,1.814000129699707,1.4790000915527344
8.378999948501587,1.8259999752044678,1.4910001754760742
8.438999891281128,1.8389999866485596,1.503000020980835
8.496999979019165,1.8500001430511475,1.511000156402588
8.553999900817871,1.8619999885559082,1.5210001468658447
8.608999967575073,1.874000072479248,1.5310001373291016
8.66599988937378,1.886000156402588,1.5429999828338623
8.723000049591064,1.9000000953674316,1.5550000667572021
8.780999898910522,1.9120001792907715,1.565000057220459
8.884999990463257,1.9230000972747803,1.5770001411437988
9.026000022888184,1.936000108718872,1.5870001316070557
9.17300009727478,1.9470000267028809,1.5980000495910645
